City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kontagora,NG,2022-05-12 19:05:03,10.3999,5.4695,86.04,52,14,3.65
294,Hay River,CA,2022-05-12 19:05:03,60.8156,-115.7999,47.05,57,14,5.32
295,Novyy Urgal,RU,2022-05-12 19:05:04,51.0736,132.5642,34.45,86,45,0.4
296,Baneh,IR,2022-05-12 19:05:04,35.9975,45.8853,49.78,61,55,2.3
297,Tilichiki,RU,2022-05-12 19:05:05,60.4667,166.1,30.79,95,100,5.39
298,Ishigaki,JP,2022-05-12 19:05:05,24.3448,124.1572,79.36,82,100,21.3
299,Ilulissat,GL,2022-05-12 19:04:36,69.2167,-51.1,26.62,68,75,5.75
300,Sangin,AF,2022-05-12 19:05:05,32.0728,64.8359,80.37,8,0,1.59
301,Boguchany,RU,2022-05-12 19:05:06,58.3814,97.4531,45.86,63,90,2.28
302,Kavieng,PG,2022-05-12 19:05:06,-2.5744,150.7967,81.61,73,100,8.95
303,Aklavik,CA,2022-05-12 19:05:07,68.2191,-135.0107,42.75,63,100,8.99
304,Evensk,RU,2022-05-12 19:05:07,61.95,159.2333,31.59,86,15,7.65
305,Mushie,CD,2022-05-12 19:05:07,-3.0167,16.9,73.78,94,100,2.53
306,Vila Velha,BR,2022-05-12 19:00:18,-20.3297,-40.2925,78.15,70,65,11.5
307,Kayerkan,RU,2022-05-12 19:05:08,69.3497,87.7602,30.96,96,100,5.37
308,Kupang,ID,2022-05-12 19:05:08,-10.1667,123.5833,76.17,88,25,3.04
309,Alto Araguaia,BR,2022-05-12 19:05:09,-17.3147,-53.2153,79.27,55,97,2.66
310,Bandarbeyla,SO,2022-05-12 19:05:09,9.4942,50.8122,82.08,86,90,12.3
311,Gidole,ET,2022-05-12 19:05:10,5.65,37.3667,60.19,68,16,2.86
312,Cayenne,GF,2022-05-12 19:05:10,4.9333,-52.3333,86.04,8,75,16.11
313,Ozuluama,MX,2022-05-12 19:05:11,21.6667,-97.85,90.95,43,15,11.25
314,Kitimat,CA,2022-05-12 19:05:11,54.0524,-128.6534,47.91,44,100,1.39
315,Berlevag,NO,2022-05-12 19:03:11,70.8578,29.0864,37.35,81,75,20.71
316,Santo Andre,BR,2022-05-12 19:05:12,-23.6639,-46.5383,71.17,78,75,12.66
317,Rio Grande,BR,2022-05-12 19:05:07,-32.035,-52.0986,68.11,67,39,10.04
318,Plattsburgh,US,2022-05-12 19:01:31,44.6995,-73.4529,89.37,47,39,5.14
319,Luwuk,ID,2022-05-12 19:05:12,-0.9516,122.7875,78.39,87,99,2.98
320,Kenora,CA,2022-05-12 19:05:13,49.8167,-94.4337,55.78,76,100,8.99
321,Bay Roberts,CA,2022-05-12 19:05:13,47.5999,-53.2648,70.66,63,44,13.18
322,Miraflores,MX,2022-05-12 19:05:13,19.2167,-98.8083,77.76,14,3,4.25
323,Sola,VU,2022-05-12 19:01:20,-13.8833,167.55,76.28,87,100,15.57
324,Zhigansk,RU,2022-05-12 19:06:14,66.7697,123.3711,32.05,99,100,12.3
325,Kano,NG,2022-05-12 19:06:14,12.0001,8.5167,92.64,28,88,6.85
326,Alcains,PT,2022-05-12 19:06:15,39.9164,-7.4566,80.56,39,3,3.83
327,Yugorsk,RU,2022-05-12 19:06:15,61.3133,63.3319,44.65,91,9,4.36
328,Fallon,US,2022-05-12 19:03:16,39.4735,-118.7774,60.93,19,75,5.75
329,Sambava,MG,2022-05-12 19:06:16,-14.2667,50.1667,75.47,82,24,13.18
330,Takab,IR,2022-05-12 19:06:16,36.4009,47.1133,45.34,76,4,1.83
331,Mawlaik,MM,2022-05-12 19:06:16,23.6333,94.4167,77.13,90,100,0.2
332,Asau,RO,2022-05-12 19:06:17,46.4333,26.4,70.72,78,1,6.58
333,Guanica,PR,2022-05-12 19:06:17,17.9716,-66.908,86.97,75,100,7.0
334,Wick,GB,2022-05-12 19:03:12,58.4333,-3.0833,50.05,87,100,9.22
335,Tagusao,PH,2022-05-12 19:06:18,9.1924,117.8141,81.32,82,62,2.89
336,Chara,RU,2022-05-12 19:06:18,56.9064,118.2631,38.14,92,100,1.61
337,Taltal,CL,2022-05-12 19:06:19,-25.4,-70.4833,65.21,69,24,4.61
338,Chicama,PE,2022-05-12 19:06:19,-7.8447,-79.1469,63.14,64,100,10.22
339,Olga,RU,2022-05-12 19:06:20,43.7444,135.2892,47.17,67,100,3.78
340,Aykhal,RU,2022-05-12 19:06:20,66.0,111.5,26.98,99,100,3.91
341,Coahuayana,MX,2022-05-12 19:06:20,18.7333,-103.6833,95.67,35,5,8.34
342,Kavaratti,IN,2022-05-12 19:06:21,10.5669,72.642,84.52,65,100,6.76
343,Linjiang,CN,2022-05-12 19:06:21,41.8069,126.9078,40.1,97,100,2.01
344,Ojinaga,MX,2022-05-12 19:06:22,29.5667,-104.4167,99.57,23,0,9.22
345,Byron Bay,AU,2022-05-12 19:06:22,-28.65,153.6167,69.71,89,100,18.12
346,Baghdad,IQ,2022-05-12 19:06:20,33.3406,44.4009,80.51,19,0,16.11
347,Karratha,AU,2022-05-12 19:06:22,-20.7377,116.8463,79.41,75,95,13.4
348,Seara,PT,2022-05-12 19:06:23,41.1818,-7.8003,74.05,39,7,5.26
349,Antropovo,RU,2022-05-12 19:06:23,58.3988,43.0066,43.7,84,65,10.87
350,Yablonovo,RU,2022-05-12 19:06:23,50.8523,37.3574,60.31,66,100,19.44
351,Marzuq,YE,2022-05-12 19:06:25,14.4,46.4667,78.89,27,54,4.27
352,Zaterechnyy,RU,2022-05-12 19:06:25,44.7931,45.2097,55.09,64,67,9.37
353,Port Hardy,CA,2022-05-12 19:06:26,50.6996,-127.4199,44.78,76,75,6.91
354,Sangar,RU,2022-05-12 19:06:26,63.9242,127.4739,34.88,95,100,8.01
355,Tibu,CO,2022-05-12 19:06:26,8.639,-72.7358,87.53,58,100,3.0
356,Kalga,RU,2022-05-12 19:06:27,50.9251,118.898,27.57,78,19,6.26
357,Grand Gaube,MU,2022-05-12 19:06:27,-20.0064,57.6608,73.38,80,13,3.0
358,Peniche,PT,2022-05-12 19:06:27,39.3558,-9.3811,66.11,78,99,14.88
359,Meulaboh,ID,2022-05-12 19:06:28,4.1363,96.1285,78.75,83,99,3.44
360,Vestmannaeyjar,IS,2022-05-12 19:06:28,63.4427,-20.2734,43.79,56,0,21.85
361,Tigil,RU,2022-05-12 19:06:29,57.8,158.6667,42.24,70,100,1.48
362,Smidovich,RU,2022-05-12 19:06:34,48.6,133.8167,43.2,71,56,3.0
363,Havre-Saint-Pierre,CA,2022-05-12 19:06:34,50.2334,-63.5986,52.47,50,0,12.97
364,Honiara,SB,2022-05-12 19:06:35,-9.4333,159.95,76.42,84,99,3.38
365,Rio Gallegos,AR,2022-05-12 19:06:35,-51.6226,-69.2181,46.45,93,100,11.5
366,Pevek,RU,2022-05-12 19:06:35,69.7008,170.3133,18.03,94,100,14.03
367,Indramayu,ID,2022-05-12 19:06:36,-6.3264,108.32,80.42,83,9,5.17
368,Alkhan-Yurt,RU,2022-05-12 19:07:36,43.2318,45.5723,53.53,63,89,4.47
369,Sisimiut,GL,2022-05-12 19:07:37,66.9395,-53.6735,25.92,68,82,15.3
370,Sampit,ID,2022-05-12 19:07:37,-2.5333,112.95,74.97,98,100,2.59
371,Ust-Uda,RU,2022-05-12 19:07:37,54.1742,103.0304,43.27,52,16,2.91
372,Parintins,BR,2022-05-12 19:07:38,-2.6283,-56.7358,87.66,61,100,2.26
373,Beringovskiy,RU,2022-05-12 19:07:38,63.05,179.3167,35.89,79,34,4.92
374,Nome,US,2022-05-12 19:07:38,64.5011,-165.4064,34.16,86,75,6.91
375,Saint Johnsbury,US,2022-05-12 19:07:39,44.4192,-72.0151,89.02,20,0,8.05
376,Seoul,KR,2022-05-12 19:05:20,37.5683,126.9778,63.79,56,100,5.44
377,Okha,RU,2022-05-12 19:07:39,53.5739,142.9478,30.9,98,100,8.43
378,Messina,IT,2022-05-12 19:07:39,38.1933,15.5497,67.95,74,75,11.5
379,Kabelvag,NO,2022-05-12 19:07:40,68.2114,14.4817,46.53,93,75,2.3
380,Fukue,JP,2022-05-12 19:07:40,32.6881,128.8419,66.56,95,100,11.9
381,Bahia Blanca,AR,2022-05-12 19:07:40,-38.7196,-62.2724,52.7,79,100,4.9
382,Te Anau,NZ,2022-05-12 19:02:55,-45.4167,167.7167,46.42,90,100,1.95
383,Shimoda,JP,2022-05-12 19:07:41,34.6667,138.95,66.11,98,100,2.1
384,Touros,BR,2022-05-12 19:07:41,-5.1989,-35.4608,81.93,77,24,12.68
385,Vostok,RU,2022-05-12 19:04:38,46.4856,135.8833,41.41,70,99,2.93
386,Jaynagar-Majilpur,IN,2022-05-12 19:07:41,22.1758,88.4178,82.99,80,18,15.93
387,Madang,PG,2022-05-12 19:07:42,-5.2246,145.7966,75.72,93,97,4.61
388,Chabahar,IR,2022-05-12 19:07:42,25.2919,60.643,83.75,68,6,10.0
389,Tsaratanana,MG,2022-05-12 19:07:42,-16.7833,47.65,72.05,71,72,6.62
390,Kahului,US,2022-05-12 19:07:43,20.8947,-156.47,82.42,62,40,23.02
391,Tibiri,NE,2022-05-12 19:07:43,13.5627,7.0485,98.82,18,23,7.34
392,Padang,ID,2022-05-12 19:07:43,-0.9492,100.3543,79.16,75,99,3.53
393,Paray-Le-Monial,FR,2022-05-12 19:05:36,46.4546,4.1158,67.95,79,100,3.44
394,Mwinilunga,ZM,2022-05-12 19:07:44,-11.7358,24.4293,65.79,55,24,4.5
395,Masuguru,TZ,2022-05-12 19:07:44,-11.3667,38.4167,71.33,67,27,3.56
396,Vila Franca Do Campo,PT,2022-05-12 19:07:45,37.7167,-25.4333,63.01,64,100,9.57
397,Vao,NC,2022-05-12 19:07:45,-22.6667,167.4833,72.64,61,100,27.89
398,Celestun,MX,2022-05-12 19:07:45,20.8667,-90.4,82.58,55,0,15.14
399,Houma,US,2022-05-12 19:05:12,29.5958,-90.7195,90.0,58,40,5.75
400,Olean,US,2022-05-12 19:06:38,42.0776,-78.4297,84.88,19,0,5.75
401,Hukuntsi,BW,2022-05-12 19:07:46,-24.0,21.75,67.48,25,0,8.21
402,Mantua,IT,2022-05-12 19:05:52,45.1667,10.7833,78.04,60,49,6.93
403,Thunder Bay,CA,2022-05-12 19:04:37,48.4001,-89.3168,63.28,77,50,7.0
404,Zamora,EC,2022-05-12 19:07:46,-4.0692,-78.9567,75.58,87,82,3.83
405,Bafq,IR,2022-05-12 19:07:46,31.6128,55.4107,80.42,9,0,3.78
406,Grado,ES,2022-05-12 19:07:47,43.388,-6.0743,61.68,93,75,4.61
407,Arequipa,PE,2022-05-12 19:05:01,-16.3989,-71.535,69.17,24,0,10.02
408,Fayaoue,NC,2022-05-12 19:07:47,-20.65,166.5333,75.96,63,100,26.02
409,Kaduy,RU,2022-05-12 19:07:47,59.2,37.15,50.11,96,100,6.08
410,Haapsalu,EE,2022-05-12 19:07:48,58.9431,23.5414,50.92,74,83,14.88
411,Saint-Pierre,RE,2022-05-12 19:07:48,-21.3393,55.4781,71.28,78,40,6.91
412,Aleksandrovskiy Zavod,RU,2022-05-12 19:07:48,50.9237,117.9374,24.85,83,4,5.14
413,Korla,CN,2022-05-12 19:07:49,41.7597,86.1469,57.58,68,100,20.22
414,Alice Springs,AU,2022-05-12 19:07:49,-23.7,133.8833,44.15,70,62,0.0
415,Worland,US,2022-05-12 19:08:50,44.0169,-107.9554,48.58,88,100,16.11
416,Ruteng,ID,2022-05-12 19:08:50,-8.6136,120.4721,63.36,94,19,1.57
417,Saint Anthony,US,2022-05-12 19:08:50,45.0205,-93.218,75.13,64,0,21.85
418,Shiyan,CN,2022-05-12 19:08:51,32.6475,110.7781,59.83,93,100,2.71
419,Praia Da Vitoria,PT,2022-05-12 19:08:51,38.7333,-27.0667,63.75,68,94,8.08
420,Ati,TD,2022-05-12 19:08:51,13.2154,18.3353,98.76,18,1,4.74
421,Les Cayes,HT,2022-05-12 19:08:52,18.2,-73.75,84.74,60,64,15.99
422,Kholodnyy,RU,2022-05-12 19:08:52,62.7167,147.95,21.69,87,10,1.01
423,Trogir,HR,2022-05-12 19:08:52,43.5125,16.2517,69.89,56,0,3.44
424,Krasnoselkup,RU,2022-05-12 19:08:53,65.7,82.4667,37.54,95,100,3.42
425,Luang Prabang,LA,2022-05-12 19:08:53,19.8856,102.1347,73.96,98,84,1.74
426,Fairbanks,US,2022-05-12 19:08:08,64.8378,-147.7164,43.09,78,75,8.05
427,Kurumkan,RU,2022-05-12 19:08:54,54.3,110.3,39.72,68,5,2.93
428,Nizhniy Odes,RU,2022-05-12 19:08:54,63.6445,54.856,40.91,92,45,3.76
429,Palmer,US,2022-05-12 19:08:54,42.1584,-72.3287,83.01,52,75,4.61
430,Lodja,CD,2022-05-12 19:08:55,-3.4833,23.4333,75.52,81,10,1.3
431,West Wendover,US,2022-05-12 19:08:01,40.7391,-114.0733,54.37,20,8,8.52
432,Karpathos,GR,2022-05-12 19:08:55,35.507,27.2132,64.36,82,0,13.8
433,Sobolevo,RU,2022-05-12 19:08:55,54.4299,31.8996,49.41,87,3,15.48
434,Senador Jose Porfirio,BR,2022-05-12 19:08:56,-2.5908,-51.9542,80.08,92,26,3.74
435,Lithgow,AU,2022-05-12 19:08:56,-33.4833,150.15,55.13,99,100,1.92
436,Nyurba,RU,2022-05-12 19:08:56,63.2842,118.3319,40.77,97,100,5.73
437,Maxixe,MZ,2022-05-12 19:08:57,-23.8597,35.3472,69.17,76,62,5.26
438,Nantucket,US,2022-05-12 19:08:57,41.2835,-70.0995,64.54,86,100,9.22
439,Nhulunbuy,AU,2022-05-12 19:08:57,-12.2333,136.7667,74.01,94,54,0.0
440,Morondava,MG,2022-05-12 19:08:58,-20.2833,44.2833,75.38,72,0,12.3
441,Krishnagiri,IN,2022-05-12 19:08:58,12.5333,78.2333,74.61,85,100,9.91
442,Vanimo,PG,2022-05-12 19:08:58,-2.6741,141.3028,77.2,91,100,4.63
443,Eyl,SO,2022-05-12 19:08:59,7.9803,49.8164,83.32,79,100,17.4
444,Salalah,OM,2022-05-12 19:08:59,17.0151,54.0924,86.09,62,0,4.61
445,Port Moresby,PG,2022-05-12 19:08:59,-9.4431,147.1797,76.21,89,100,5.84
446,Ugoofaaru,MV,2022-05-12 19:09:00,5.6667,73.0,82.58,81,100,21.39
447,Paoua,CF,2022-05-12 19:09:00,7.2427,16.4406,80.51,52,5,4.72
448,Abrau-Dyurso,RU,2022-05-12 19:09:00,44.69,37.59,51.26,86,7,8.66
449,Myaundzha,RU,2022-05-12 19:09:01,63.0494,147.1858,15.55,92,12,1.9
450,Tautira,PF,2022-05-12 19:09:01,-17.7333,-149.15,80.96,74,32,19.86
451,Genhe,CN,2022-05-12 19:09:01,50.7833,121.5167,27.82,97,82,3.56
452,Yaan,NG,2022-05-12 19:09:02,7.3833,8.5667,84.16,58,47,9.35
453,Esperance,AU,2022-05-12 19:09:02,-33.8667,121.9,56.84,86,100,10.94
454,Panjab,AF,2022-05-12 19:09:03,34.388,67.0233,53.78,27,0,1.81
455,Grants Pass,US,2022-05-12 19:09:03,42.439,-123.3284,54.03,65,100,6.91
456,Leh,IN,2022-05-12 19:09:03,34.1667,77.5833,48.88,32,23,5.39
457,Constitucion,CL,2022-05-12 19:09:04,-35.3333,-72.4167,55.35,90,100,3.94
458,Nadym,RU,2022-05-12 19:09:04,65.5333,72.5167,43.03,79,89,10.85
459,Mezhdurechensk,RU,2022-05-12 19:06:47,53.6942,88.0603,45.82,54,0,3.6
460,San Quintin,MX,2022-05-12 19:04:08,30.4833,-115.95,69.87,34,0,8.59
461,Lloydminster,CA,2022-05-12 19:09:05,53.2835,-110.0016,63.5,26,94,9.55
462,Baruun-Urt,MN,2022-05-12 19:10:05,46.6806,113.2792,35.92,87,100,19.26
463,Paamiut,GL,2022-05-12 19:10:05,61.994,-49.6678,33.26,100,100,5.44
464,Yar-Sale,RU,2022-05-12 19:10:06,66.8333,70.8333,35.13,100,100,4.74
465,Nabire,ID,2022-05-12 19:10:06,-3.3667,135.4833,75.54,90,99,2.55
466,Bonavista,CA,2022-05-12 19:10:07,48.6499,-53.1147,43.0,85,15,19.39
467,Tapes,BR,2022-05-12 19:10:07,-30.6733,-51.3958,63.81,66,6,7.16
468,Beyneu,KZ,2022-05-12 19:10:08,45.3167,55.2,58.69,59,0,9.82
469,Gdynia,PL,2022-05-12 19:10:08,54.5189,18.5319,56.12,53,0,17.27
470,Iquitos,PE,2022-05-12 19:10:08,-3.7481,-73.2472,75.24,94,75,9.22
471,Kajaani,FI,2022-05-12 19:10:09,64.2273,27.7285,44.65,100,100,3.44
472,North Bend,US,2022-05-12 19:07:01,43.4065,-124.2243,51.93,98,100,13.8
473,Carlos Chagas,BR,2022-05-12 19:10:09,-17.7031,-40.7664,91.17,28,5,4.99
474,Esso,RU,2022-05-12 19:10:10,55.9333,158.7,37.49,100,100,4.03
475,Pemangkat,ID,2022-05-12 19:10:10,1.1667,108.9667,81.55,78,78,3.89
476,Boysun,UZ,2022-05-12 19:10:11,38.2061,67.1986,64.92,40,10,5.68
477,Bintulu,MY,2022-05-12 19:10:11,3.1667,113.0333,78.04,89,100,4.61
478,Broken Hill,AU,2022-05-12 19:10:11,-31.95,141.4333,56.61,91,15,4.76
479,Zonguldak,TR,2022-05-12 19:10:12,41.25,31.8333,49.01,72,0,4.43
480,Diffa,NE,2022-05-12 19:10:12,13.3154,12.6113,95.23,30,99,15.23
481,Seymchan,RU,2022-05-12 19:10:12,62.8833,152.4333,31.05,90,12,4.16
482,Balikpapan,ID,2022-05-12 19:10:13,-1.2675,116.8289,76.21,90,100,2.95
483,Manavalakurichi,IN,2022-05-12 19:10:13,8.1333,77.3,80.02,84,82,14.65
484,Northam,GB,2022-05-12 19:10:13,51.0333,-4.2167,55.38,86,10,14.81
485,Makiling,PH,2022-05-12 19:10:14,14.1513,121.1386,82.72,85,46,2.98
486,Manturovo,RU,2022-05-12 19:10:14,58.3353,44.7619,41.58,87,40,9.6
487,Anshun,CN,2022-05-12 19:10:15,26.25,105.9333,59.9,93,100,4.5
488,Hit,IQ,2022-05-12 19:10:15,33.6416,42.8251,77.81,18,0,11.68
489,Kutum,SD,2022-05-12 19:10:15,14.2,24.6667,83.88,9,100,10.38
490,Laguna,US,2022-05-12 19:10:16,38.421,-121.4238,68.29,38,0,9.22
491,Fort Nelson,CA,2022-05-12 19:10:16,58.8053,-122.7002,44.08,86,100,5.79
492,Lahad Datu,MY,2022-05-12 19:10:16,5.0268,118.327,75.88,93,96,3.42
493,Lebu,CL,2022-05-12 19:10:17,-37.6167,-73.65,55.87,80,100,6.49
494,Voznesenye,RU,2022-05-12 19:10:17,61.0106,35.4781,44.53,98,100,6.06
495,Ucluelet,CA,2022-05-12 19:05:33,48.9329,-125.5528,46.09,87,100,1.43
496,Quimper,FR,2022-05-12 19:10:18,48.0,-4.1,57.78,72,0,12.66
497,Nioro,GM,2022-05-12 19:10:18,13.35,-15.75,96.64,25,6,12.77
498,Lasa,IT,2022-05-12 19:10:19,46.6166,10.7002,55.94,95,67,3.2
499,Axim,GH,2022-05-12 19:10:19,4.8699,-2.2405,80.64,81,100,8.52
500,Kharan,PK,2022-05-12 19:10:19,28.5833,65.4167,90.07,7,3,5.97
501,Talcahuano,CL,2022-05-12 19:10:22,-36.7167,-73.1167,56.88,82,75,8.05
502,Airai,TL,2022-05-12 19:10:23,-8.9266,125.4092,59.77,93,92,0.56
503,Teahupoo,PF,2022-05-12 19:10:23,-17.8333,-149.2667,78.76,76,35,19.93
504,Acarau,BR,2022-05-12 19:06:38,-2.8856,-40.12,81.93,84,14,9.6
505,Dwarka,IN,2022-05-12 19:10:23,22.2394,68.9678,82.72,83,5,14.92
506,Zhanaozen,KZ,2022-05-12 19:11:24,43.3,52.8,57.02,53,16,10.16
507,Bunia,CD,2022-05-12 19:11:24,1.5667,30.25,65.37,87,100,3.42
508,Akdepe,TM,2022-05-12 19:11:24,42.0551,59.3788,67.75,55,78,9.01
509,Senneterre,CA,2022-05-12 19:11:25,48.3835,-77.2328,80.78,42,100,7.81
510,Darnah,LY,2022-05-12 19:11:25,32.767,22.6367,61.16,79,96,3.24
511,Saint-Francois,FR,2022-05-12 19:11:26,46.4154,3.9054,67.44,77,100,3.44
512,Ouallam,NE,2022-05-12 19:11:26,14.3188,2.0866,98.47,21,72,1.19
513,Boa Vista,BR,2022-05-12 19:07:18,2.8197,-60.6733,85.98,62,40,11.5
514,Mountain Home,US,2022-05-12 19:11:26,43.133,-115.6912,58.48,26,75,11.5
515,Lugus,PH,2022-05-12 19:11:27,5.7036,120.8203,82.96,75,100,4.36
516,Egvekinot,RU,2022-05-12 19:11:27,66.3167,-179.1667,25.11,90,91,1.54
517,Klin,RU,2022-05-12 19:11:28,56.3333,36.7333,53.98,98,100,15.79
518,Hovd,MN,2022-05-12 19:11:28,48.0056,91.6419,41.95,23,33,2.71
519,Dumas,US,2022-05-12 19:11:28,35.8656,-101.9732,91.62,6,0,23.02
520,Bouca,CF,2022-05-12 19:11:29,6.5105,18.2733,78.44,65,6,3.44
521,Sechura,PE,2022-05-12 19:11:30,-5.5569,-80.8222,77.11,59,19,15.55
522,Labuhan,ID,2022-05-12 19:11:30,-6.8844,112.2051,79.3,87,45,5.68
523,Sorsk,RU,2022-05-12 19:11:30,54.0033,90.2467,44.87,38,0,1.28
524,Alta Floresta,BR,2022-05-12 19:11:31,-9.8756,-56.0861,87.08,55,2,4.79
525,Agadez,NE,2022-05-12 19:11:31,19.75,10.25,86.67,11,0,9.01
526,Kozulka,UA,2022-05-12 19:11:31,50.0351,23.797,56.35,84,8,5.77
527,Muisne,EC,2022-05-12 19:11:32,0.6,-80.0333,79.84,79,81,9.33
528,Moose Factory,CA,2022-05-12 19:11:32,51.2585,-80.6094,50.59,70,100,4.54
529,Colesberg,ZA,2022-05-12 19:11:32,-30.72,25.0972,55.76,27,0,5.79
530,Tak Bai,TH,2022-05-12 19:11:33,6.2595,102.0546,77.65,89,100,6.08
531,Loa Janan,ID,2022-05-12 19:11:33,-0.583,117.095,75.2,98,100,2.1
532,Dehloran,IR,2022-05-12 19:11:34,32.6941,47.2679,82.71,15,0,6.46
533,Santa Isabel Do Rio Negro,BR,2022-05-12 19:11:18,-0.4139,-65.0192,82.78,88,33,3.18
534,La Peca,PE,2022-05-12 19:11:34,-5.6111,-78.435,77.52,74,72,4.0
535,Carutapera,BR,2022-05-12 19:11:34,-1.195,-46.02,80.96,87,80,4.85
536,Coolidge,US,2022-05-12 19:11:35,32.9778,-111.5176,81.68,6,0,5.75
537,Beloha,MG,2022-05-12 19:11:35,-25.1667,45.05,64.02,82,0,8.77
538,Montrose,US,2022-05-12 19:09:06,38.4166,-108.2673,49.57,19,0,14.9
539,Aldan,RU,2022-05-12 19:11:35,58.6031,125.3894,30.88,99,100,4.88
540,Petropavlovsk-Kamchatskiy,RU,2022-05-12 19:11:36,53.0452,158.6483,39.79,100,100,2.24
541,San Juan,AR,2022-05-12 19:11:36,-31.5375,-68.5364,76.8,32,10,9.08
542,Siva,EG,2022-05-12 19:11:36,29.2041,25.5195,74.5,46,50,14.61
543,Nueva Guinea,NI,2022-05-12 19:11:37,11.6876,-84.4562,84.63,66,64,11.77
544,Shyryayeve,UA,2022-05-12 19:10:14,47.3805,30.1964,62.98,56,10,10.78
545,Huarmey,PE,2022-05-12 19:11:37,-10.0681,-78.1522,70.66,74,33,11.23
546,Manzanillo,CU,2022-05-12 19:11:37,20.3433,-77.1167,86.0,51,98,7.65
547,Newport,GB,2022-05-12 19:11:38,51.5877,-2.9984,57.45,77,7,15.5
548,Dunedin,NZ,2022-05-12 19:11:38,-45.8742,170.5036,50.81,68,50,4.79
549,Marawi,PH,2022-05-12 19:11:38,7.9986,124.2928,70.56,94,100,2.37
550,Cap Malheureux,MU,2022-05-12 19:11:39,-19.9842,57.6142,73.47,80,14,3.0
551,San Cristobal,VE,2022-05-12 19:11:39,7.7669,-72.225,78.98,52,96,8.01
552,Ascension,US,2022-05-12 19:11:40,30.2169,-90.9001,93.07,59,40,4.61
553,Honningsvag,NO,2022-05-12 19:12:40,70.9821,25.9704,37.15,87,100,16.11
554,Port Hawkesbury,CA,2022-05-12 19:12:40,45.6169,-61.3485,69.58,67,16,8.99
555,Khasan,RU,2022-05-12 19:12:41,42.4308,130.6434,46.9,71,100,6.15
556,Pleasanton,US,2022-05-12 19:12:41,37.6624,-121.8747,66.47,52,0,13.8
557,Neijiang,CN,2022-05-12 19:12:42,29.5835,105.0622,71.33,78,94,4.52
558,Buchanan,LR,2022-05-12 19:12:42,5.8808,-10.0467,78.3,91,100,11.65
559,Dawlatabad,AF,2022-05-12 19:12:42,36.4141,64.9053,77.09,22,0,8.61
560,Ameca,MX,2022-05-12 19:12:43,20.55,-104.0333,96.89,13,7,6.6
561,Hanna,CA,2022-05-12 19:12:43,51.6334,-111.9018,58.86,23,100,5.01
562,Jauharabad,PK,2022-05-12 19:12:43,32.2898,72.2813,93.6,7,0,4.03
563,Jiuquan,CN,2022-05-12 19:12:44,39.7432,98.5174,46.29,24,38,15.12
564,Sao Raimundo Das Mangabeiras,BR,2022-05-12 19:12:44,-7.0219,-45.4811,85.5,56,94,3.31
565,Urusha,RU,2022-05-12 19:12:44,54.05,122.9,33.44,98,100,2.89
566,Tuatapere,NZ,2022-05-12 19:12:45,-46.1333,167.6833,47.88,86,100,4.25
567,Otjiwarongo,NA,2022-05-12 19:12:45,-20.4637,16.6477,57.61,37,0,3.87
568,Omboue,GA,2022-05-12 19:12:45,-1.5746,9.2618,77.45,90,96,5.57
569,Golfito,CR,2022-05-12 19:12:46,8.639,-83.166,84.07,74,82,5.64
570,Puerto Escondido,MX,2022-05-12 19:12:46,15.85,-97.0667,88.63,62,0,6.91
